,Time,Device_id,Gps_module_status,Use_time_gms,Enable_status,Enable_time,TTFF,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,Gps_signal_status,Signal_time,Total_time
1047,4/4/18 2:09,G4VC-VT3-SFN,Detect OK!,1259.907,OK,3.57,25,0,43,43,43,44,43,43,43,PASS,28.41,0:00:49
1048,4/4/18 1:02,GNPS-FFT-ZJ4,Detect OK!,4556.774,OK,0.6,33,41,41,40,41,40,40,41,40,PASS,35.15,0:00:53
1049,4/4/18 10:53,GSEK-VBS-EC4,Detect OK!,548.57,OK,0.6,36,42,42,42,42,42,42,42,0,PASS,39.29,0:00:57
1050,4/4/18 2:01,GCAX-SJH-N3D,Detect OK!,774.759,OK,0.6,33,44,45,46,45,46,45,45,0,PASS,36.51,0:00:54
1051,4/4/18 7:39,GA29-B82-PKV,Detect OK!,418.562,OK,3.59,38,46,46,45,46,46,46,46,46,PASS,41.29,0:01:01
1052,4/4/18 3:16,GUM7-6BK-5YX,Detect OK!,2273.943,OK,3.57,34,46,46,46,46,46,45,46,45,PASS,37.58,0:00:59
1053,4/4/18 2:02,GXM8-KGX-TPT,Detect OK!,1062.565,OK,3.57,60,0,45,45,45,45,45,45,45,PASS,117.92,0:02:18
1054,4/4/18 8:08,GEEW-8JT-GYX,Detect OK!,6178.662,OK,3.58,38,48,48,48,48,46,46,28,46,PASS,98.18,0:01:59
1055,4/4/18 4:05,GRX9-S53-3J8,Detect OK!,5969.558,OK,0.6,34,43,44,43,43,44,44,44,43,PASS,37.87,0:00:56
1056,4/4/18 7:33,GXU2-BM9-JM9,Detect OK!,4061.619,OK,0.61,19,45,45,45,45,27,28,49,49,PASS,120.08,0:02:18
1057,4/4/18 2:09,G6FA-FYU-YN8,Detect OK!,3836.181,OK,3.58,33,42,42,42,42,42,42,42,41,PASS,36.46,0:01:00
1058,4/4/18 1:05,GRXW-DY5-ZR7,Detect OK!,6.1,OK,0.61,38,43,43,43,43,43,43,43,43,PASS,41.44,0:01:02
1059,4/4/18 3:50,GZMN-HH2-XZ2,Detect OK!,239.732,OK,3.57,27,47,47,47,47,0,0,0,0,PASS,30.72,0:00:52
1060,4/4/18 3:32,G8J9-9HK-WJY,Detect OK!,3216.152,OK,3.57,62,29,27,30,46,46,28,46,29,PASS,67.39,0:01:28
1061,4/4/18 6:35,GSDG-DTA-2R2,Detect OK!,381.391,OK,0.61,23,46,46,46,46,0,0,0,0,PASS,26.63,0:00:45
1062,4/4/18 5:13,GTGN-V23-WPV,Detect OK!,3910.289,Ok,3.58,34,0,45,45,46,45,46,46,46,PASS,37.95,0:01:01
1063,4/4/18 5:58,GG5H-F7Y-MDZ,Detect OK!,4702.004,OK,0.61,24,45,45,45,45,28,43,30,44,PASS,27.13,0:00:46
1064,4/4/18 11:32,GN6U-8EF-FZ9,Detect OK!,2792.65,OK,0.6,120,40,40,40,40,41,41,41,41,PASS,120.301,0:02:23
1065,4/3/18 21:58,GAC5-F8P-TZT,Detect OK!,1054.965,OK,3.57,35,45,45,45,45,45,45,45,45,PASS,38.68,0:01:02
1066,4/4/18 6:06,GSAY-SEK-CMM,Detect OK!,2587.437,OK,3.58,34,47,46,47,47,0,0,0,0,PASS,36.04,0:01:00
1067,4/4/18 2:34,GPUG-K7N-VRU,Detect OK!,453.11,OK,3.57,33,42,41,42,42,42,42,42,44,PASS,93.98,0:01:54
1068,4/3/18 22:30,GS8Z-B75-6CX,Detect OK!,2844.356,OK,3.57,38,41,41,40,41,40,40,40,40,PASS,40.26,0:01:16
1069,4/4/18 6:23,GK82-PZJ-BUM,Detect OK!,6174.146,OK,0.61,35,46,45,45,45,45,45,45,45,PASS,37.02,0:00:55
1070,4/4/18 8:58,GVMD-FDE-FGP,Detect OK!,9272.449,OK,0.61,34,46,47,46,47,47,47,47,46,PASS,36.36,0:00:55
1071,4/4/18 6:25,GY4S-THD-MTG,Detect OK!,6266.65,OK,0.61,36,46,45,45,45,45,34,45,35,PASS,39.506,0:00:58
1072,4/4/18 4:42,G3X8-3DB-SNT,Detect OK!,131.186,OK,0.61,34,46,46,46,46,28,43,30,44,PASS,37.93,0:00:56
1073,4/4/18 4:43,G5EP-UHE-9BN,Detect OK!,2117.256,OK,0.61,36,46,45,45,46,46,46,46,0,PASS,36.891,0:00:58
1074,4/4/18 7:43,GC2U-2UK-WUV,Detect OK!,8407.666,OK,0.61,36,44,44,44,44,0,0,0,0,PASS,39.89,0:01:00
1075,4/4/18 7:57,GA89-X5B-CWZ,Detect OK!,1218.635,OK,0.6,29,41,41,41,41,42,42,42,41,PASS,32.01,0:00:50
1076,4/4/18 4:22,GAWV-CWF-VGM,Detect OK!,7012.423,OK,3.57,33,45,45,45,45,45,45,45,43,PASS,36.76,0:00:58
1077,4/4/18 6:58,GKR4-G5F-AVA,Detect OK!,1788.277,OK,0.61,26,46,46,46,47,28,45,27,45,PASS,29.76,0:00:48
1078,4/4/18 6:41,GPST-ZRR-6MF,Detect OK!,4732.114,OK,3.57,38,46,46,46,46,0,0,0,0,PASS,41.41,0:01:04
1079,4/4/18 8:43,GZUD-YSV-BDB,Detect OK!,8359.553,OK,3.58,29,42,42,42,42,46,46,28,46,PASS,33.31,0:00:55
1080,4/4/18 3:57,GRBH-97X-G7R,Detect OK!,4770.09,OK,0.61,35,45,45,45,46,45,45,45,45,PASS,38.4,0:00:56
1081,4/4/18 4:16,GA75-SJE-4MK,Detect OK!,5927.828,OK,0.61,27,47,47,46,46,47,47,46,45,PASS,29.68,0:00:48
1082,4/4/18 7:33,GENU-J8H-FDB,Detect OK!,7811.271,OK,0.61,33,45,45,45,45,0,0,0,0,PASS,36.261,0:00:57
1083,4/4/18 3:04,G9V6-KGE-VYB,Detect OK!,248.95,OK,3.58,26,30,29,45,45,46,46,46,46,PASS,28.15,0:00:50
1084,4/4/18 1:23,GWH5-FMT-2F8,Detect OK!,347.85,OK,0.61,35,45,45,46,45,44,43,44,43,PASS,36.37,0:00:54
1085,4/4/18 6:28,G7XF-CMF-4V7,Detect OK!,257.732,OK,3.55,0,45,45,45,45,27,30,30,30,PASS,3.06,0:00:24
1086,4/4/18 2:15,GHU2-2F7-MER,Detect OK!,4230.463,OK,3.57,35,47,47,47,46,46,46,46,41,PASS,35.191,0:00:59
1087,4/4/18 7:46,G8RH-TYW-B75,Detect OK!,812.333,OK,0.61,35,43,43,43,43,43,43,43,43,PASS,38.5,0:00:57
1088,4/4/18 1:56,G486-BNJ-YCY,Detect OK!,772.161,Ok,3.58,30,0,45,45,45,45,45,45,45,PASS,89.31,0:01:50
1089,4/4/18 1:48,GDN3-TVE-5A4,Detect OK!,2570.833,OK,0.61,23,43,43,43,43,43,43,43,41,PASS,25.72,0:00:47
1090,4/4/18 4:51,GCSC-6VN-Z36,Detect OK!,696.768,OK,0.61,1,46,47,47,47,28,43,30,44,PASS,2.33,0:00:20
1091,4/4/18 4:23,GYZD-4XG-UDD,Detect OK!,899.167,OK,0.65,29,46,46,46,46,46,46,46,0,PASS,31.91,0:00:53
1092,4/4/18 7:41,G8RX-KFZ-K2X,Detect OK!,286.674,OK,0.6,0,42,42,42,42,0,0,0,0,PASS,0.11,0:00:18
1093,4/4/18 1:51,GBNA-CPU-EX4,Detect OK!,2768.969,OK,0.61,35,45,45,45,45,45,45,45,41,PASS,38.63,0:00:59
1094,4/4/18 3:33,GTUK-5JD-648,Detect OK!,4050.877,OK,0.6,33,45,44,45,45,45,45,45,44,PASS,36.24,0:00:54
1095,4/4/18 2:00,GYV5-KNV-4WJ,Detect OK!,3324.436,OK,3.58,34,45,45,45,45,45,45,45,41,PASS,37.18,0:01:00
1096,4/3/18 23:04,GZEB-AYZ-R5T,Detect OK!,5054.665,OK,0.61,36,47,47,47,47,47,47,47,42,PASS,39,0:01:00
1097,4/4/18 4:29,GU2N-D3Z-7H8,Detect OK!,1276.725,Ok,3.58,34,0,47,47,47,47,46,46,46,PASS,35.46,0:00:59
1098,4/3/18 23:55,GGKN-29K-7TM,Detect OK!,944.769,OK,3.58,32,44,44,44,44,45,45,27,45,PASS,34.66,0:00:59
1099,4/4/18 2:03,GDA8-W6U-VZX,Detect OK!,896.687,OK,0.6,31,44,45,45,44,45,44,45,0,PASS,34.59,0:00:53
1100,4/4/18 11:55,GBK9-B4B-69R,Detect OK!,4.282,OK,3.58,29,44,45,44,44,44,27,44,44,PASS,32.55,0:01:07
1101,4/4/18 2:02,G4K8-4KV-GHB,Detect OK!,3423.9,OK,3.58,35,46,46,46,46,46,46,46,41,PASS,35.72,0:00:59
1102,4/3/18 22:25,GR5Z-W3S-TT4,Detect OK!,2550.773,OK,0.6,27,43,43,43,43,43,43,43,43,PASS,29.04,0:00:47
1103,4/4/18 6:09,G86E-WHJ-JK7,Detect OK!,7378.396,OK,3.57,37,47,47,47,30,47,46,29,47,PASS,40.82,0:01:01
1104,4/4/18 7:58,GDUE-J98-TPJ,Detect OK!,9320.919,OK,3.58,35,41,41,41,41,41,41,41,41,PASS,38.69,0:01:02
1105,4/4/18 3:24,GVZA-GZH-ECN,Detect OK!,2968.6,OK,0.61,35,46,46,46,47,46,46,46,47,PASS,38.42,0:00:59
1106,4/4/18 3:37,GXY9-ZRT-NYA,Detect OK!,4309.14,OK,0.6,35,46,47,46,46,47,46,46,44,PASS,38.97,0:00:57
1107,4/4/18 1:54,GEUU-R54-F3F,Detect OK!,2926.866,OK,0.61,27,43,43,43,43,43,43,43,41,PASS,29.71,0:00:51
1108,4/4/18 3:24,GCPK-EN5-JE7,Detect OK!,3508.826,OK,3.56,38,42,42,42,29,42,42,30,44,PASS,40.311,0:01:00
1109,4/4/18 3:08,GDSW-SR2-SZA,Detect OK!,472.696,OK,3.58,33,46,46,46,46,45,45,45,46,PASS,36.42,0:00:58
1110,4/4/18 7:53,G742-NRG-TNM,Detect OK!,5332.839,OK,3.58,24,46,46,47,46,46,46,28,46,PASS,27.98,0:00:50
1111,4/4/18 4:12,G4DB-XV2-YD4,Detect OK!,6413.897,OK,0.6,35,41,41,41,41,41,41,40,43,PASS,38.24,0:00:56
1112,4/4/18 4:54,GZE7-6EK-UXN,Detect OK!,2857.206,OK,0.61,34,47,47,46,47,47,47,47,47,PASS,36.93,0:00:56
1113,4/4/18 3:47,GMDB-AF9-CZ4,Detect OK!,59.184,OK,0.61,31,43,42,42,42,0,0,0,0,PASS,44.26,0:01:02
1114,4/4/18 1:58,G44Z-ZKN-6K5,Detect OK!,3176.382,OK,0.61,35,41,41,41,41,41,41,41,41,PASS,38.23,0:00:59
1115,4/4/18 3:52,GEAU-C5F-DA7,Detect OK!,5200.103,OK,3.57,27,42,42,42,42,42,42,42,44,PASS,30.04,0:00:51
1116,4/4/18 2:20,GXTR-C84-4P5,Detect OK!,4512.616,OK,3.58,28,29,41,41,41,45,45,45,41,PASS,32.03,0:00:56
1117,4/4/18 12:20,GF5F-65S-TPW,Detect OK!,775,OK,3.57,79,34,33,34,34,33,33,34,33,PASS,82.59,0:02:11
1118,4/4/18 2:35,GRVJ-YHK-92D,Detect OK!,1863.93,OK,0.61,19,44,44,44,44,44,44,44,44,PASS,120.11,0:02:17
1119,4/3/18 23:26,G8BG-6E7-5NU,Detect OK!,6180.91,OK,0.6,39,42,42,42,42,42,42,42,41,PASS,41.32,0:01:16
1120,4/4/18 11:49,GWFZ-352-5AA,Detect OK!,3808.267,OK,3.54,40,39,39,40,40,43,43,43,43,PASS,98.76,0:02:15
1121,4/4/18 1:27,GWKN-H39-S78,Detect OK!,1337.513,OK,0.61,27,42,42,42,42,42,42,42,42,PASS,29.07,0:00:50
1122,4/4/18 2:27,GCPW-A2H-A3W,Detect OK!,402.182,OK,0.61,31,26,43,43,43,45,45,46,0,PASS,34.01,0:00:52
1123,4/4/18 2:05,G378-NH8-JPT,Detect OK!,998.293,OK,0.6,35,44,44,44,44,44,44,44,0,PASS,37.98,0:00:56
1124,4/3/18 21:42,GK89-ZBY-6HR,Detect OK!,119.93,OK,3.57,25,42,42,43,42,42,42,42,42,PASS,27.7,0:00:52
1125,4/4/18 1:30,GJNW-B8E-MUV,Detect OK!,6211.684,OK,0.6,28,42,43,43,42,42,43,43,42,PASS,31.27,0:00:49
1126,4/4/18 7:38,GUS4-2B8-75Y,Detect OK!,56.832,OK,0.6,35,41,42,42,41,0,0,0,0,PASS,38.79,0:00:57
1127,4/4/18 11:11,GWBX-EH5-AMK,Detect OK!,1548.752,OK,0.6,52,31,31,31,31,32,32,31,28,PASS,70.08,0:01:46
1128,4/4/18 2:05,GKKA-JJB-TYU,Detect OK!,1282.731,Ok,3.58,52,0,45,45,45,45,45,45,45,PASS,116.76,0:02:17
1129,4/4/18 2:32,GH4D-J8N-9CW,Detect OK!,5203.635,OK,3.57,28,45,45,44,45,45,45,44,41,PASS,31.04,0:00:55
1130,4/4/18 4:58,GP8A-J3V-UN4,Detect OK!,147.27,OK,0.6,19,43,28,43,43,42,42,42,42,PASS,75.69,0:01:33
1131,4/4/18 2:59,GZEE-DC3-8P6,Detect OK!,1509.068,OK,0.61,30,46,46,46,46,46,46,46,47,PASS,32.91,0:00:54
1132,4/4/18 11:50,GTWT-3Z4-Y5B,Detect OK!,1139.983,OK,0.61,22,36,35,36,35,33,33,33,32,PASS,23.66,0:01:01
1133,4/4/18 1:15,GEFP-KXC-BGB,Detect OK!,594.472,OK,0.61,35,42,42,42,42,44,44,44,44,PASS,38.08,0:00:59
1134,4/3/18 23:28,G892-GBN-CPG,Detect OK!,6338.154,OK,0.6,36,32,40,40,40,30,40,40,40,PASS,40.01,0:00:58
1135,4/4/18 2:21,GWYM-JHN-9VP,Detect OK!,1089.657,OK,3.58,32,30,42,42,42,42,42,42,42,PASS,33.1,0:00:55
1136,4/4/18 3:36,G8KR-B68-55W,Detect OK!,461.564,OK,0.61,26,46,46,46,46,46,46,46,47,PASS,28.73,0:00:50
1137,4/3/18 23:31,GNB5-8VG-F2T,Detect OK!,6665.899,OK,0.61,35,44,45,45,45,44,45,45,46,PASS,36.78,0:00:58
1138,4/4/18 6:55,GE3W-YTX-3S2,Detect OK!,1559.833,OK,0.61,39,45,45,45,46,28,45,27,45,PASS,40.32,0:00:58
1139,4/4/18 2:20,GYP7-TD3-8MR,Detect OK!,5.17,OK,3.55,0,45,45,45,45,0,0,0,0,PASS,2.09,0:00:23
1140,4/4/18 3:42,GPA6-5DG-PDU,Detect OK!,860.339,OK,0.61,35,46,47,46,46,46,45,46,46,PASS,36.95,0:00:58
1141,4/4/18 7:29,G8EF-EN9-KMY,Detect OK!,302.638,OK,3.54,34,42,41,42,42,39,39,29,39,PASS,35.97,0:01:10
1142,4/4/18 5:07,G48G-E8C-RUR,Detect OK!,758.009,OK,0.6,37,42,42,43,42,41,41,28,26,PASS,40.95,0:00:59
1143,4/4/18 3:09,GGHV-3WE-R8N,Detect OK!,1865.168,OK,0.61,39,46,46,45,46,46,46,46,0,PASS,42.3,0:00:59
1144,4/4/18 3:53,G4U9-EU5-VXU,Detect OK!,4514.986,OK,3.58,26,46,46,46,46,46,46,45,45,PASS,29.54,0:00:51
1145,4/4/18 7:03,GAPK-WPH-F7U,Detect OK!,6032.04,OK,3.57,36,41,41,41,41,0,0,0,0,PASS,37.52,0:01:00
1146,4/4/18 1:32,G8RA-V86-VH3,Detect OK!,6309.662,OK,0.6,36,42,43,43,42,28,42,42,42,PASS,38.27,0:00:56
1147,4/4/18 1:25,GAYE-DC4-U89,Detect OK!,1139.505,OK,0.61,38,42,42,43,42,42,42,42,42,PASS,94.05,0:01:55
1148,4/4/18 1:28,G5NR-YUB-NP9,Detect OK!,6085.022,OK,0.6,34,41,41,41,30,41,40,41,31,PASS,38.19,0:00:56
1149,4/4/18 3:35,GUSZ-W5E-9UM,Detect OK!,2054.412,OK,0.61,23,44,44,44,45,45,45,45,44,PASS,78.701,0:01:37
1150,4/4/18 4:22,GWFU-KWG-PB3,Detect OK!,6238.484,OK,3.58,34,46,46,46,46,47,47,46,45,PASS,36.05,0:00:57
1151,4/4/18 8:28,GZH9-UEB-4SU,Detect OK!,7424.762,OK,3.57,33,42,42,42,42,46,46,28,46,PASS,35.07,0:00:57
1152,4/4/18 3:02,GE5K-7MZ-GZC,Detect OK!,1698.926,OK,3.58,36,45,46,46,45,46,46,46,47,PASS,38.11,0:01:02
1153,4/4/18 7:35,G3PR-44K-GRK,Detect OK!,4262.777,OK,3.571,35,47,47,47,26,27,28,49,49,PASS,37.03,0:00:59
1154,4/4/18 8:31,GP37-ZND-4NV,Detect OK!,7630.55,OK,0.61,40,45,45,45,45,46,46,28,46,PASS,43.25,0:01:01
1155,4/4/18 4:21,GRVN-CWB-85F,Detect OK!,805.319,OK,0.61,33,45,46,45,45,46,45,45,0,PASS,36.8,0:00:58
1156,4/4/18 4:58,G6TA-8AG-A66,Detect OK!,3123.004,OK,0.61,36,44,45,44,44,44,44,43,47,PASS,38.13,0:00:57
1157,4/4/18 4:58,GZKF-TUJ-ETD,Detect OK!,1094.903,OK,0.61,32,46,47,47,46,28,43,30,44,PASS,34.2,0:00:52
1158,4/4/18 6:21,GGPG-4HT-6JF,Detect OK!,8074.531,OK,0.61,39,47,48,47,48,47,46,29,47,PASS,42.65,0:01:00
1159,4/4/18 2:38,GA4T-WMC-FCG,Detect OK!,229.578,OK,0.61,39,47,46,46,46,46,46,46,46,PASS,40.51,0:01:01
1160,4/4/18 1:30,G7EG-BX2-FBU,Detect OK!,808.877,OK,3.57,37,43,29,43,44,26,37,36,36,PASS,39.41,0:00:59
1161,4/4/18 7:10,GWZA-FPM-GXV,Detect OK!,1462.641,OK,0.6,35,42,42,42,42,0,0,0,0,PASS,37.75,0:00:56
1162,4/4/18 7:48,GVUF-UF3-FZP,Detect OK!,957.169,OK,3.57,34,45,45,46,46,43,43,43,43,PASS,36.72,0:00:58
1163,4/4/18 8:46,GXJ7-9NH-28Z,Detect OK!,8500.421,OK,0.61,40,42,42,42,42,42,42,42,42,PASS,83.411,0:01:41
1164,4/3/18 22:54,GAV7-EW9-K6N,Detect OK!,4269.769,OK,0.6,36,40,40,40,40,41,41,41,30,PASS,38.08,0:00:56
1165,4/4/18 5:02,GEN5-2HU-G7A,Detect OK!,1282.707,OK,3.58,38,47,47,48,47,28,43,30,44,PASS,40.42,0:01:00
1166,4/4/18 11:36,GKT6-UUB-WSW,Detect OK!,3090.001,OK,0.6,40,40,40,40,40,40,40,40,40,PASS,72.38,0:01:45
1167,4/4/18 4:25,GYPK-ZGU-TRC,Detect OK!,1002.973,OK,0.61,35,26,47,46,46,46,46,46,0,PASS,96.15,0:01:57
1168,4/3/18 23:52,G4C5-MVC-AHK,Detect OK!,767.341,OK,3.58,30,45,45,45,45,45,45,27,45,PASS,32.12,0:00:57
1169,4/4/18 11:32,GXX5-E2R-ST9,Detect OK!,60.276,OK,0.61,41,35,35,35,35,0,0,0,0,PASS,42.2,0:01:06
1170,4/3/18 22:51,GFSV-FDP-PA7,Detect OK!,4135.453,OK,0.6,32,41,29,41,40,41,41,41,30,PASS,35.38,0:00:53
1171,4/4/18 2:44,GHVB-M4B-AN8,Detect OK!,403.938,OK,0.61,29,28,29,28,45,46,46,46,0,PASS,32.53,0:00:51
1172,4/3/18 23:43,GPZ2-4A8-M7D,Detect OK!,7123.482,OK,3.54,120,40,40,40,41,41,41,41,32,PASS,120.84,0:02:20
1173,4/4/18 5:08,GF4N-24E-ZUG,Detect OK!,3630.975,OK,3.57,20,46,47,47,47,47,46,47,47,PASS,120.44,0:02:21
1174,4/4/18 11:29,G3CP-ZC3-NS6,Detect OK!,2663.231,OK,0.6,26,40,40,40,40,41,41,41,41,PASS,28.8,0:00:57
1175,4/4/18 6:30,GY6J-TEZ-EVN,Detect OK!,382.67,OK,0.61,28,49,49,48,26,27,28,49,49,PASS,31.07,0:00:50
1176,4/4/18 1:38,GXFY-JGA-4KS,Detect OK!,1954.382,OK,0.61,40,44,44,44,44,44,44,44,44,PASS,43.2,0:01:03
1177,4/4/18 6:11,G3ER-67N-XB8,Detect OK!,4478.642,OK,0.6,37,43,43,43,43,41,41,28,26,PASS,120.38,0:02:17
1178,4/4/18 1:47,GSDT-ZBV-DSB,Detect OK!,272.61,OK,0.61,22,45,45,45,45,45,45,45,0,PASS,24.82,0:00:43
1179,4/3/18 23:54,GHVT-NK3-JFZ,Detect OK!,353.348,OK,0.6,119,41,41,41,41,0,0,0,0,PASS,120.05,0:02:17
1180,4/4/18 3:59,GKZM-498-GYY,Detect OK!,761.653,OK,3.57,36,47,47,48,47,45,45,46,45,PASS,38.83,0:00:59
1181,4/4/18 5:25,GG82-DRH-HDZ,Detect OK!,4762.68,OK,3.57,24,46,46,46,46,46,46,46,47,PASS,25.61,0:00:47
1182,4/4/18 12:33,G5XA-TD5-XYU,Detect OK!,185.055,OK,3.57,31,31,32,32,32,0,0,0,0,PASS,33.37,0:01:11
1183,4/4/18 3:26,G9TX-J45-YU7,Detect OK!,3128.226,OK,0.61,31,46,47,47,47,46,46,46,47,PASS,33.75,0:00:55
1184,4/4/18 4:17,GNUX-BW8-345,Detect OK!,576.648,Ok,3.58,35,0,46,46,46,46,46,46,46,PASS,37.51,0:01:01
1185,4/4/18 7:21,GU6X-WEV-WES,Detect OK!,2189.37,OK,0.6,0,42,41,42,42,0,0,0,0,PASS,0.11,0:00:18
1186,4/4/18 6:22,G3G2-57F-EXK,Detect OK!,8183.087,OK,3.57,24,47,48,47,48,47,47,26,30,PASS,33.15,0:00:55
1187,4/4/18 12:14,G7XK-S2S-TNB,Detect OK!,535.994,OK,0.6,0,35,34,34,34,0,0,0,0,PASS,1.02,0:00:19
1188,4/4/18 4:41,GHUK-ZBV-RX7,Detect OK!,8126.851,OK,0.6,36,31,44,44,44,45,45,45,43,PASS,38.32,0:00:56
1189,4/4/18 5:17,GXF7-9N4-SB5,Detect OK!,2223.129,OK,3.58,34,46,46,46,46,28,43,30,44,PASS,37.02,0:00:58
1190,4/4/18 11:26,G7NE-74J-8Z3,Detect OK!,2491.521,OK,0.6,42,40,40,40,40,33,33,26,33,PASS,43.44,0:01:18
1191,4/4/18 4:15,G575-WFC-PR2,Detect OK!,457.07,Ok,3.57,35,0,45,45,46,45,45,45,45,PASS,38.11,0:01:01
1192,4/4/18 7:05,GJDX-BT9-B7C,Detect OK!,2209.113,OK,0.61,25,46,46,46,47,31,32,46,46,PASS,28.95,0:00:47
1193,4/4/18 3:20,GNKY-9TV-M2W,Detect OK!,2727.103,OK,0.61,36,45,45,45,45,46,46,46,47,PASS,39.92,0:01:00
1194,4/4/18 2:21,GMUE-CEB-YHU,Detect OK!,77.978,Ok,3.57,23,0,46,45,45,45,45,45,46,PASS,25.28,0:00:47
1195,4/4/18 7:13,GZJN-775-68Y,Detect OK!,6626.189,OK,0.61,38,45,45,45,45,0,0,0,0,PASS,40.33,0:01:00
1196,4/4/18 1:32,G4WP-E2G-5PX,Detect OK!,1630.498,OK,0.61,34,43,43,43,43,43,43,43,43,PASS,36.07,0:00:57
1197,4/4/18 5:21,GZR6-E82-G3X,Detect OK!,4504.336,OK,3.57,33,47,47,48,47,47,48,48,47,PASS,34.96,0:00:57
1198,4/3/18 21:51,GUXP-EZP-6WM,Detect OK!,501.584,OK,0.6,34,41,41,41,41,45,45,45,45,PASS,37.21,0:00:55
1199,4/4/18 6:54,GM6T-9JV-5PM,Detect OK!,491.93,OK,0.6,36,42,42,42,42,0,0,0,0,PASS,39.44,0:00:57
1200,4/4/18 11:51,G9NE-7AD-8NH,Detect OK!,4005.739,OK,3.54,27,43,43,43,43,43,43,43,43,PASS,29.11,0:01:03
1201,4/4/18 6:21,G2UC-N7N-U3B,Detect OK!,5975.328,OK,3.58,39,33,45,45,28,45,45,45,45,PASS,104.85,0:02:05
1202,4/4/18 7:11,G4HJ-HEN-XE8,Detect OK!,115.968,OK,0.61,34,44,43,43,44,0,0,0,0,PASS,35.3,0:00:53
1203,4/4/18 5:29,GMGV-42Y-6JU,Detect OK!,389.356,OK,0.61,39,46,46,46,47,0,0,0,0,PASS,41.06,0:01:01
1204,4/4/18 4:24,GDRS-AF5-KWD,Detect OK!,7150.502,OK,0.6,29,45,44,44,45,45,45,45,43,PASS,32.65,0:00:51
1205,4/4/18 5:05,G4ZG-FJ8-FG6,Detect OK!,3456.876,OK,0.61,40,45,45,45,45,46,46,46,0,PASS,41.3,0:01:02
1206,4/3/18 22:49,GWUN-YKE-ARH,Detect OK!,4002.915,OK,3.56,36,41,41,41,41,42,41,41,40,PASS,37.96,0:00:59
1207,4/4/18 4:19,GMWJ-W2X-KC6,Detect OK!,696.392,Ok,3.581,35,0,46,46,46,46,46,46,45,PASS,37.77,0:01:01
1208,4/4/18 7:44,G2FC-694-DWN,Detect OK!,709.416,OK,0.61,26,46,46,46,46,46,46,46,46,PASS,28.43,0:00:47
1209,4/4/18 3:40,GRBH-W4K-PB2,Detect OK!,2407.319,OK,3.57,28,46,46,46,46,46,46,47,46,PASS,30.8,0:00:52
1210,4/4/18 7:46,GEX8-NPB-CXD,Detect OK!,4919.216,OK,3.58,37,47,48,48,48,46,46,28,46,PASS,57.601,0:01:19
1211,4/4/18 7:09,GGFD-GAH-PGK,Detect OK!,5.58,OK,3.58,26,45,45,45,45,0,0,0,0,PASS,28.71,0:00:50
1212,4/4/18 2:53,G4ZP-GVP-WYC,Detect OK!,1114.407,OK,3.58,31,45,45,46,46,47,47,46,47,PASS,75.61,0:01:39
1213,4/4/18 6:17,G4NX-A5J-5ZG,Detect OK!,5791.162,OK,0.61,38,45,45,45,45,28,28,29,45,PASS,51.99,0:01:09
1214,4/4/18 2:50,GUTC-DC4-W52,Detect OK!,2804.237,OK,3.58,27,44,44,44,44,44,44,44,43,PASS,30.471,0:00:52
1215,4/3/18 23:29,GGEY-MUK-WZH,Detect OK!,6532.281,OK,3.57,32,46,46,46,46,46,46,46,46,PASS,35.43,0:00:59
1216,4/4/18 3:28,GR6H-U8R-5YT,Detect OK!,16.669,OK,0.61,36,47,47,47,47,47,47,47,0,PASS,39.18,0:01:01
1217,4/4/18 7:07,GV4N-38D-ANE,Detect OK!,2315.841,OK,0.61,35,44,44,44,45,31,32,46,46,PASS,36.6,0:00:55
1218,4/4/18 1:55,GPY6-GVZ-PWH,Detect OK!,441.278,OK,3.56,35,0,44,45,44,45,44,44,44,PASS,38.08,0:00:59
1219,4/4/18 1:17,G3T3-H6N-3CS,Detect OK!,720.171,OK,0.61,38,44,44,44,44,44,44,44,44,PASS,41.41,0:01:01
1220,4/4/18 3:53,GBET-8VA-EF2,Detect OK!,399.99,OK,0.61,39,43,43,43,44,0,0,0,0,PASS,42.44,0:01:00
1221,4/4/18 7:30,GJ4G-XJ6-XUE,Detect OK!,3954.751,OK,0.61,26,45,45,45,45,27,28,49,49,PASS,29.03,0:00:48
1222,4/4/18 2:44,GTUG-KPJ-HB6,Detect OK!,2466.687,OK,3.58,34,47,47,47,47,43,43,30,43,PASS,38.02,0:00:59
1223,4/4/18 5:01,GMP8-7PY-J95,Detect OK!,3190.16,OK,3.58,35,0,46,46,46,46,46,46,46,PASS,38.04,0:01:01
1224,4/4/18 3:55,G2UE-KVR-BWS,Detect OK!,4641.444,OK,3.58,35,45,45,45,45,45,44,45,45,PASS,38.08,0:00:59
1225,4/4/18 2:52,G8WV-4F3-65X,Detect OK!,41.704,OK,0.61,23,45,45,45,45,0,0,0,0,PASS,26.67,0:00:45
1226,4/4/18 12:24,GK2U-998-B72,Detect OK!,973.04,OK,3.58,120,34,33,34,34,33,33,34,33,PASS,120.18,0:02:43
1227,4/4/18 7:52,GDBA-58X-BHS,Detect OK!,1211.157,OK,3.57,32,42,42,42,42,42,42,42,41,PASS,34.72,0:00:56
